mol_name,is_active
ZINC16733052,0
ZINC55631766,0
ZINC13204615,0
ZINC39898459,0
ZINC55639179,0
ZINC41263117,0
ZINC49102460,0
ZINC13093052,0
ZINC62843363,0
ZINC26547391,0
ZINC03872560,0
ZINC20494350,0
ZINC25668427,0
ZINC40093332,0
ZINC40076659,0
ZINC12904432,0
ZINC63142662,0
ZINC36746366,0
ZINC32972771,0
ZINC06909122,0
ZINC52784305,0
ZINC08648170,0
ZINC66585088,0
ZINC67245284,0
ZINC20219311,0
ZINC13051161,0
ZINC28324453,0
ZINC40046732,0
ZINC63858206,0
ZINC54050200,0
ZINC60318285,0
ZINC45470027,0
ZINC16935006,0
ZINC32521267,0
ZINC16934492,0
ZINC05373626,0
ZINC12372005,0
ZINC64478775,0
ZINC14989339,0
ZINC41915220,0
ZINC15049906,0
ZINC66791803,0
ZINC66735384,0
ZINC52768015,0
ZINC37732238,0
ZINC16321309,0
ZINC40067223,0
ZINC36007469,0
ZINC26574580,0
ZINC09576525,0
ZINC64795825,0
ZINC21075586,0
ZINC60380293,0
ZINC66313620,0
ZINC36048666,0
ZINC62224844,0
ZINC13461757,0
ZINC13364481,0
ZINC13178739,0
ZINC16929521,0
ZINC40055147,0
ZINC21533891,0
ZINC67190219,0
ZINC13247768,0
ZINC55676642,0
ZINC63711854,0
ZINC49224598,0
ZINC57477210,0
ZINC67043814,0
ZINC13251885,0
ZINC39134369,0
ZINC01262821,0
ZINC33281478,0
ZINC62914149,0
ZINC40101763,0
ZINC37442251,0
ZINC27531930,0
ZINC17028492,0
ZINC37238464,0
ZINC64654801,0
ZINC06545770,0
ZINC41305994,0
ZINC39724742,0
ZINC67045570,0
ZINC54294067,0
ZINC39972672,0
ZINC62322286,0
ZINC13687779,0
ZINC41919798,0
ZINC48519891,0
ZINC59600023,0
ZINC62875398,0
ZINC13060553,0
ZINC16929723,0
ZINC13402102,0
ZINC35375009,0
ZINC34725254,0
ZINC35696411,0
ZINC06088850,0
ZINC62326996,0
ZINC13444917,0
ZINC62873739,0
ZINC41534688,0
ZINC33369577,0
ZINC39568451,0
ZINC40351267,0
ZINC21079721,0
ZINC13079732,0
ZINC62869031,0
ZINC19285684,0
ZINC37742344,0
ZINC00299186,0
ZINC13232621,0
ZINC65880124,0
ZINC15227735,0
ZINC33253785,0
ZINC51750735,0
ZINC43510287,0
ZINC63711342,0
ZINC13351823,0
ZINC55243053,0
ZINC33537924,0
ZINC34496147,0
ZINC13453623,0
ZINC13417045,0
ZINC59402679,0
ZINC13942405,0
ZINC43584636,0
ZINC13089651,0
ZINC12542698,0
ZINC09662078,0
ZINC58210129,0
ZINC39667987,0
ZINC57121464,0
ZINC41606043,0
ZINC40054486,0
ZINC13352423,0
ZINC39126911,0
ZINC31939389,0
ZINC13402212,0
ZINC43700406,0
ZINC35140566,0
ZINC48724976,0
ZINC16713762,0
ZINC58380516,0
ZINC25000983,0
ZINC42244203,0
ZINC02991868,0
ZINC66653923,0
ZINC65246951,0
ZINC63096311,0
ZINC13450951,0
ZINC38063423,0
ZINC02034589,0
ZINC35567599,0
ZINC28668155,0
ZINC40052571,0
ZINC13249262,0
ZINC13403996,0
ZINC22589215,0
ZINC43510784,0
ZINC13416109,0
ZINC55329689,0
ZINC09819860,0
ZINC14996436,0
ZINC51286569,0
ZINC62626431,0
ZINC62338883,0
ZINC61948897,0
ZINC13066516,0
ZINC60059880,0
ZINC32522923,0
ZINC13033071,0
ZINC13217142,0
ZINC37388702,0
ZINC13827511,0
ZINC39827853,0
ZINC50006374,0
ZINC40092363,0
ZINC13233009,0
ZINC48869596,0
ZINC02615927,0
ZINC37055496,0
ZINC40150298,0
ZINC62868583,0
ZINC23399172,0
ZINC45945507,0
ZINC20832525,0
ZINC43509104,0
ZINC35567225,0
ZINC09335078,0
ZINC19877666,0
ZINC54524544,0
ZINC46053618,0
ZINC67286827,0
ZINC03622191,0
ZINC65137578,0
ZINC13026613,0
ZINC37866338,0
ZINC10515990,0
ZINC08686738,0
ZINC44136102,0
ZINC01725643,0
ZINC40475321,0
ZINC44929798,0
ZINC20462870,0
ZINC36354062,0
ZINC23222905,0
ZINC13318948,0
ZINC09751687,0
ZINC45571730,0
ZINC59461162,0
ZINC61690460,0
ZINC60360540,0
ZINC20199430,0
ZINC06239832,0
ZINC41037351,0
ZINC19365052,0
ZINC40102204,0
ZINC65383216,0
ZINC36072038,0
ZINC60269562,0
ZINC22890628,0
ZINC54501715,0
ZINC66003009,0
ZINC05763141,0
ZINC62388429,0
ZINC13057222,0
ZINC50200850,0
ZINC66583926,0
ZINC62844808,0
ZINC63074887,0
ZINC13317583,0
ZINC40100695,0
ZINC31168513,0
ZINC49593351,0
ZINC16905849,0
ZINC36881894,0
ZINC33474871,0
ZINC10217751,0
ZINC13045443,0
ZINC63482152,0
ZINC34255655,0
ZINC39937428,0
ZINC32717130,0
ZINC35443709,0
ZINC45549654,0
ZINC26471007,0
ZINC13233877,0
ZINC13255415,0
ZINC49501858,0
ZINC39497275,0
ZINC35651784,0
ZINC52789281,0
ZINC40053355,0
ZINC61149369,0
ZINC13204433,0
ZINC59266497,0
ZINC65530197,0
ZINC01816838,0
ZINC06210127,0
ZINC19203415,0
ZINC17652865,0
ZINC40092191,0
ZINC35181171,0
ZINC13251085,0
ZINC59169163,0
ZINC04943035,0
ZINC22364401,0
ZINC36391347,0
ZINC63136430,0
ZINC17088829,0
ZINC44394644,0
ZINC49062570,0
ZINC35531145,0
ZINC09970256,0
ZINC19477507,0
ZINC22205743,0
ZINC16462416,0
ZINC50222851,0
ZINC16910022,0
ZINC13209643,0
ZINC40055370,0
ZINC13092232,0
ZINC16911240,0
ZINC39668013,0
ZINC13092989,0
ZINC09872582,0
ZINC13301450,0
ZINC55589907,0
ZINC66242177,0
ZINC13248128,0
ZINC13197361,0
ZINC65193786,0
ZINC13218125,0
ZINC08996615,0
ZINC13314863,0
ZINC60381058,0
ZINC58570451,0
ZINC66741784,0
ZINC36354824,0
ZINC21935471,0
ZINC26542118,0
ZINC59885313,0
ZINC61149581,0
ZINC52307132,0
ZINC44930725,0
ZINC19813829,0
ZINC33520914,0
ZINC41919699,0
ZINC31948376,0
ZINC40110915,0
ZINC13254383,0
ZINC60436913,0
ZINC40082439,0
ZINC45290302,0
ZINC13014809,0
ZINC61149298,0
ZINC64669851,0
ZINC04337098,0
ZINC21949028,0
ZINC06995664,0
ZINC49416771,0
ZINC66254329,0
ZINC27057062,0
ZINC49487712,0
ZINC08974875,0
ZINC33520653,0
ZINC13690123,0
ZINC04537020,0
ZINC64590021,0
ZINC13414408,0
ZINC13093180,0
ZINC36133528,0
ZINC38617160,0
ZINC40083739,0
ZINC08905480,0
ZINC09283094,0
ZINC39086915,0
ZINC13246782,0
ZINC63215744,0
ZINC13022680,0
ZINC46541687,0
ZINC16926746,0
ZINC13342940,0
ZINC13394349,0
ZINC13034808,0
ZINC62119242,0
ZINC40075719,0
ZINC19819315,0
ZINC13317471,0
ZINC28258140,0
ZINC03887057,0
ZINC61122926,0
ZINC39360774,0
ZINC38509304,0
ZINC39462509,0
ZINC53722600,0
ZINC32099203,0
ZINC21946031,0
ZINC48553813,0
ZINC41917671,0
ZINC64381320,0
ZINC09424024,0
ZINC62824069,0
ZINC51395792,0
ZINC09019063,0
ZINC35420226,0
ZINC61798051,0
ZINC40384413,0
ZINC02872669,0
ZINC13865273,0
ZINC58014645,0
ZINC46811269,0
ZINC39380029,0
ZINC13219948,0
ZINC39937432,0
ZINC02113856,0
ZINC27979441,0
ZINC35757137,0
ZINC40099798,0
ZINC33537172,0
ZINC35693150,0
ZINC66200585,0
ZINC23138256,0
ZINC40093318,0
ZINC22960918,0
ZINC13256018,0
ZINC22021524,0
ZINC48620532,0
ZINC65435954,0
ZINC17724502,0
ZINC57116567,0
ZINC58887695,0
ZINC40027876,0
ZINC35693186,0
ZINC40124995,0
ZINC40048801,0
ZINC47152248,0
ZINC67313559,0
ZINC35898097,0
ZINC47318172,0
ZINC32857725,0
ZINC13277726,0
ZINC04014621,0
ZINC13198624,0
ZINC66506099,0
ZINC62869454,0
ZINC18223066,0
ZINC04798976,0
ZINC16527403,0
ZINC13351850,0
ZINC20833682,0
ZINC41844514,0
ZINC09271582,0
ZINC59761207,0
ZINC03838320,0
ZINC39988991,0
ZINC35566375,0
ZINC59241016,0
ZINC42445027,0
ZINC40060221,0
ZINC21946526,0
ZINC10232810,0
ZINC40096462,0
ZINC40102869,0
ZINC57544337,0
ZINC46367943,0
ZINC40003449,0
ZINC13058245,0
ZINC52311661,0
ZINC08837033,0
ZINC35457532,0
ZINC45536950,0
ZINC16115501,0
ZINC33757982,0
ZINC40100773,0
ZINC38792856,0
ZINC02441178,0
ZINC57833413,0
ZINC09306777,0
ZINC63099878,0
ZINC27533454,0
ZINC15044754,0
ZINC64438347,0
ZINC05297109,0
ZINC13402674,0
ZINC05482254,0
ZINC49063979,0
ZINC13214770,0
ZINC49629114,0
ZINC39465339,0
ZINC15941568,0
ZINC61873708,0
ZINC66003172,0
ZINC52886080,0
ZINC01589202,0
ZINC13640299,0
ZINC40053769,0
ZINC09350069,0
ZINC19204026,0
ZINC35653029,0
ZINC33766356,0
ZINC63448081,0
ZINC39422186,0
ZINC13052592,0
ZINC62874331,0
ZINC04689998,0
ZINC13347320,0
ZINC40098983,0
ZINC13088149,0
ZINC61149919,0
ZINC35296828,0
ZINC60013609,0
ZINC39380197,0
ZINC62119303,0
ZINC50920077,0
ZINC05520143,0
ZINC08743822,0
ZINC43252250,0
ZINC45622483,0
ZINC15958616,0
ZINC12928177,0
ZINC65836373,0
ZINC13451479,0
ZINC35643817,0
ZINC41761038,0
ZINC08856495,0
ZINC40117798,0
ZINC13252052,0
ZINC00795302,0
ZINC61177615,0
ZINC35057308,0
ZINC17211265,0
ZINC02566956,0
ZINC40209838,0
ZINC40075713,0
ZINC40054476,0
ZINC41036021,0
ZINC41034444,0
ZINC21931279,0
ZINC40542532,0
ZINC43764289,0
ZINC57999065,0
ZINC03831503,0
ZINC09790961,0
ZINC13247137,0
ZINC49725651,0
ZINC66736285,0
ZINC54051356,0
ZINC38594970,0
ZINC19813921,0
ZINC51263139,0
ZINC13508908,0
ZINC50977169,0
ZINC12526111,0
ZINC37406365,0
ZINC41918091,0
ZINC42308643,0
ZINC33473412,0
ZINC59893526,0
ZINC20220960,0
ZINC54262797,0
ZINC39647030,0
ZINC33359468,0
ZINC62833247,0
ZINC13185129,0
ZINC23485994,0
ZINC09123716,0
ZINC39980294,0
ZINC66581459,0
ZINC52768144,0
ZINC03921005,0
ZINC50011070,0
ZINC63858072,0
ZINC66506206,0
ZINC12296195,0
ZINC15821894,0
ZINC13801021,0
ZINC59151368,0
ZINC13078778,0
ZINC51162367,0
ZINC36765370,0
ZINC61149302,0
ZINC33634398,0
ZINC65055727,0
ZINC35456292,0
ZINC67244891,0
ZINC09007968,0
ZINC59437177,0
ZINC55270779,0
ZINC39943619,0
ZINC20015913,0
ZINC40028572,0
ZINC40100845,0
ZINC61150479,0
ZINC63858009,0
ZINC62219087,0
ZINC12379547,0
ZINC04802715,0
ZINC39148498,0
ZINC45021426,0
ZINC49104424,0
ZINC62845224,0
ZINC66044391,0
ZINC15957188,0
ZINC65254747,0
ZINC13214070,0
ZINC02013572,0
ZINC16905238,0
ZINC13392318,0
ZINC22629420,0
ZINC27986957,0
ZINC49417508,0
ZINC40081609,0
ZINC13059176,0
ZINC13208253,0
ZINC10386062,0
ZINC13394839,0
ZINC30636701,0
ZINC16936879,0
ZINC61937408,0
ZINC40046810,0
ZINC01188198,0
ZINC32973726,0
ZINC67029788,0
ZINC43218381,0
ZINC43742899,0
ZINC62216338,0
ZINC65791960,0
ZINC13059435,0
ZINC39724692,0
ZINC64535257,0
ZINC51384071,0
ZINC16459610,0
ZINC62986308,0
ZINC13316910,0
ZINC13535788,0
ZINC49064103,0
ZINC49417988,0
ZINC02805518,0
ZINC59456342,0
ZINC19676569,0
ZINC33873099,0
ZINC13034390,0
ZINC21950380,0
ZINC13273198,0
ZINC58426289,0
ZINC66814487,0
ZINC64363009,0
ZINC02121919,0
ZINC43782751,0
ZINC39703882,0
ZINC13016265,0
ZINC37927962,0
ZINC65380329,0
ZINC35456858,0
ZINC00005356,0
ZINC55321156,0
ZINC43508528,0
ZINC08993513,0
ZINC47919586,0
ZINC12821841,0
ZINC34918801,0
ZINC62922092,0
ZINC62066430,0
ZINC40028829,0
ZINC65751147,0
ZINC43422952,0
ZINC04227465,0
ZINC13277501,0
ZINC13244511,0
ZINC62844620,0
ZINC58407187,0
ZINC12917273,0
ZINC35024484,0
ZINC38290757,0
ZINC63744821,0
ZINC33760824,0
ZINC59135181,0
ZINC49098702,0
ZINC40095146,0
ZINC09292042,0
ZINC40071951,0
ZINC16971906,0
ZINC40376205,0
ZINC13413980,0
ZINC40689673,0
ZINC40098617,0
ZINC13461715,0
ZINC13276512,0
ZINC21774430,0
ZINC48866545,0
ZINC60367201,0
ZINC32985021,0
ZINC02154347,0
ZINC43511243,0
ZINC13045394,0
ZINC20358931,0
ZINC65060302,0
ZINC43510093,0
ZINC39482668,0
ZINC43763987,0
ZINC13259675,0
ZINC39997204,0
ZINC13193335,0
ZINC13637596,0
ZINC59366791,0
ZINC11865607,0
ZINC13259176,0
ZINC40405929,0
ZINC02169235,0
ZINC33848462,0
ZINC22808476,0
ZINC13461609,0
ZINC09424582,0
ZINC58510848,0
ZINC03122344,0
ZINC16932013,0
ZINC66579124,0
ZINC35465932,0
ZINC01668319,0
ZINC13078317,0
ZINC40909385,0
ZINC24889296,0
ZINC44599104,0
ZINC41073913,0
ZINC20557183,0
ZINC09060801,0
ZINC16910311,0
ZINC62672239,0
ZINC40101356,0
ZINC13192315,0
ZINC38755924,0
ZINC51429644,0
ZINC20101720,0
ZINC16909851,0
ZINC46862202,0
ZINC22628661,0
ZINC65137474,0
ZINC28794342,0
ZINC16932841,0
ZINC33957407,0
ZINC13416633,0
ZINC20327452,0
ZINC40053099,0
ZINC63941667,0
ZINC39582846,0
ZINC63208550,0
ZINC16932361,0
ZINC25365411,0
ZINC51068851,0
ZINC40358588,0
ZINC39703900,0
ZINC02733009,0
ZINC35970035,0
ZINC50428691,0
ZINC40077596,0
ZINC35420141,0
ZINC54670678,0
ZINC40046743,0
ZINC15724173,0
ZINC37417811,0
ZINC39898316,0
ZINC45699890,0
ZINC38635009,0
ZINC19624517,0
ZINC17043594,0
ZINC40027474,0
ZINC13059417,0
ZINC22126550,0
ZINC01329290,0
ZINC44616337,0
ZINC36756773,0
ZINC13045335,0
ZINC20325604,0
ZINC44627390,0
ZINC11359593,0
ZINC13197335,0
ZINC48554559,0
ZINC26528485,0
ZINC42335409,0
ZINC64058092,0
ZINC37729262,0
ZINC20323801,0
ZINC64091803,0
ZINC45290299,0
ZINC48517896,0
ZINC35651737,0
ZINC02428420,0
ZINC22506798,0
ZINC50837209,0
ZINC61819650,0
ZINC40086019,0
ZINC12504195,0
ZINC41628427,0
ZINC49515697,0
ZINC50290410,0
ZINC13057612,0
ZINC08969721,0
ZINC15050127,0
ZINC50223005,0
ZINC15200225,0
ZINC57411736,0
ZINC49051382,0
ZINC01244467,0
ZINC09189446,0
ZINC44930154,0
ZINC66505775,0
ZINC63911575,0
ZINC13351722,0
ZINC43865376,0
ZINC63142525,0
ZINC40053204,0
ZINC20527396,0
ZINC13255280,0
ZINC48724202,0
ZINC32586287,0
ZINC49550642,0
ZINC40564251,0
ZINC19620112,0
ZINC13232177,0
ZINC49360807,0
ZINC66509126,0
ZINC13079351,0
ZINC49045454,0
ZINC12493232,0
ZINC40027101,0
